diagnosis_name,icdo3_code,synonym_name
"retinoblastoma, spontaneously regressed",9514/1,spontaneously regressed retinoblastoma
"retinoblastoma, spontaneously regressed",9514/1,retinoblastoma spontaneously regressed
olfactory neurocytoma,9521/3,esthesioneurocytoma
olfactory neuroblastoma,9522/3,esthesioneuroblastoma
olfactory neuroepithelioma,9523/3,esthesioneuroepithelioma
"meningioma, nos",9530/0,microcystic meningioma
"meningioma, nos",9530/0,secretory meningioma
"meningioma, nos",9530/0,lymphoplasmacyte-rich meningioma
"meningioma, nos",9530/0,metaplastic meningioma
"meningioma, nos",9530/0,meningioma
"meningiomatosis, nos",9530/1,diffuse meningiomatosis
"meningiomatosis, nos",9530/1,multiple meningiomas
"meningiomatosis, nos",9530/1,meningiomatosis
"meningioma, malignant",9530/3,"meningioma, anaplastic"
"meningioma, malignant",9530/3,leptomeningeal sarcoma
"meningioma, malignant",9530/3,meningeal sarcoma
"meningioma, malignant",9530/3,meningothelial sarcoma
"meningioma, malignant",9530/3,malignant meningioma
"meningioma, malignant",9530/3,meningioma malignant
"meningioma, malignant",9530/3,anaplastic meningioma
"meningioma, malignant",9530/3,meningioma anaplastic
meningothelial meningioma,9531/0,endotheliomatous meningioma
meningothelial meningioma,9531/0,syncytial meningioma
fibrous meningioma,9532/0,fibroblastic meningioma
hemangioblastic meningioma,9535/0,angioblastic meningioma
transitional meningioma,9537/0,mixed meningioma
clear cell meningioma,9538/1,chordoid meningioma
papillary meningioma,9538/3,rhabdoid meningioma
"neurofibroma, nos",9540/0,neurofibroma
"neurofibromatosis, nos",9540/1,multiple neurofibromatosis
"neurofibromatosis, nos",9540/1,von recklinghausen disease
"neurofibromatosis, nos",9540/1,recklinghausen disease
"neurofibromatosis, nos",9540/1,neurofibromatosis
malignant peripheral nerve sheath tumor,9540/3,"mpnst, nos"
malignant peripheral nerve sheath tumor,9540/3,neurofibrosarcoma
malignant peripheral nerve sheath tumor,9540/3,neurogenic sarcoma
malignant peripheral nerve sheath tumor,9540/3,neurosarcoma
malignant peripheral nerve sheath tumor,9540/3,mpnst with glandular differentiation
malignant peripheral nerve sheath tumor,9540/3,epithelioid mpnst
malignant peripheral nerve sheath tumor,9540/3,mpnst with mesenchymal differentiation
malignant peripheral nerve sheath tumor,9540/3,melanotic mpnst
malignant peripheral nerve sheath tumor,9540/3,melanotic psammomatous mpnst
malignant peripheral nerve sheath tumor,9540/3,mpnst
plexiform neurofibroma,9550/0,plexiform neuroma
"neurilemoma, nos",9560/0,"schwannoma, nos"
"neurilemoma, nos",9560/0,neurinoma
"neurilemoma, nos",9560/0,acoustic neuroma
"neurilemoma, nos",9560/0,pigmented schwannoma
"neurilemoma, nos",9560/0,melanotic schwannoma
"neurilemoma, nos",9560/0,plexiform schwannoma
"neurilemoma, nos",9560/0,cellular schwannoma
"neurilemoma, nos",9560/0,degenerated schwannoma
"neurilemoma, nos",9560/0,ancient schwannoma
"neurilemoma, nos",9560/0,psammomatous schwannoma
"neurilemoma, nos",9560/0,neurilemoma
"neurilemoma, nos",9560/0,schwannoma
"neurilemoma, malignant",9560/3,"malignant schwannoma, nos"
"neurilemoma, malignant",9560/3,neurilemosarcoma
"neurilemoma, malignant",9560/3,malignant neurilemoma
"neurilemoma, malignant",9560/3,neurilemoma malignant
"neurilemoma, malignant",9560/3,malignant schwannoma
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,9561/3,mpnst with rhabdomyoblastic differentiation
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,9561/3,"triton tumor, malignant"
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,9561/3,malignant schwannoma with rhabdomyoblastic differentiation
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,9561/3,malignant triton tumor
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,9561/3,triton tumor malignant
neurothekeoma,9562/0,nerve sheath myxoma
"neuroma, nos",9570/0,neuroma
"perineurioma, nos",9571/0,intraneural perineurioma
"perineurioma, nos",9571/0,soft tissue perineurioma
"perineurioma, nos",9571/0,perineurioma
"perineurioma, malignant",9571/3,perineural mpnst
"perineurioma, malignant",9571/3,malignant perineurioma
"perineurioma, malignant",9571/3,perineurioma malignant
"granular cell tumor, nos",9580/0,"granular cell myoblastoma, nos"
"granular cell tumor, nos",9580/0,granular cell tumor
"granular cell tumor, nos",9580/0,granular cell myoblastoma
"granular cell tumor, malignant",9580/3,"granular cell myoblastoma, malignant"
"granular cell tumor, malignant",9580/3,malignant granular cell tumor
"granular cell tumor, malignant",9580/3,granular cell tumor malignant
"granular cell tumor, malignant",9580/3,malignant granular cell myoblastoma
"granular cell tumor, malignant",9580/3,granular cell myoblastoma malignant
"malignant lymphoma, nos",9590/3,"lymphoma, nos"
"malignant lymphoma, nos",9590/3,microglioma
"malignant lymphoma, nos",9590/3,malignant lymphoma
"malignant lymphoma, nos",9590/3,lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,"non-hodgkin lymphoma, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"b cell lymphoma, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, non-cleaved cell, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, diffuse, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, lymphocytic, intermediate differentiation, nodular"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, small cell, noncleaved, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, undifferentiated cell, non-burkitt"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, undifferentiated cell type, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"lymphosarcoma, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"lymphosarcoma, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"reticulum cell sarcoma, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"reticulum cell sarcoma, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"reticulosarcoma, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"reticulosarcoma, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, small cleaved cell, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, lymphocytic, poorly differentiated, diffuse"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, small cleaved cell, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,"malignant lymphoma, cleaved cell, nos"
"malignant lymphoma, non-hodgkin, nos",9591/3,non-hodgkin malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma non-hodgkin
"malignant lymphoma, non-hodgkin, nos",9591/3,non-hodgkin lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,b cell lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,non-cleaved cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma non-cleaved cell
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,nodular intermediate differentiation lymphocytic malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma lymphocytic intermediate differentiation nodular
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse noncleaved small cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma small cell noncleaved diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,non-burkitt undifferentiated cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma undifferentiated cell non-burkitt
"malignant lymphoma, non-hodgkin, nos",9591/3,undifferentiated cell type malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma undifferentiated cell type
"malignant lymphoma, non-hodgkin, nos",9591/3,lymphosarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse lymphosarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,lymphosarcoma diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,reticulum cell sarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse reticulum cell sarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,reticulum cell sarcoma diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,reticulosarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse reticulosarcoma
"malignant lymphoma, non-hodgkin, nos",9591/3,reticulosarcoma diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse small cleaved cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma small cleaved cell diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,diffuse poorly differentiated lymphocytic malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma lymphocytic poorly differentiated diffuse
"malignant lymphoma, non-hodgkin, nos",9591/3,small cleaved cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma small cleaved cell
"malignant lymphoma, non-hodgkin, nos",9591/3,cleaved cell malignant lymphoma
"malignant lymphoma, non-hodgkin, nos",9591/3,malignant lymphoma cleaved cell
"hodgkin lymphoma, nos",9650/3,"hodgkin disease, nos"
"hodgkin lymphoma, nos",9650/3,"malignant lymphoma, hodgkin"
"hodgkin lymphoma, nos",9650/3,hodgkin lymphoma
"hodgkin lymphoma, nos",9650/3,hodgkin disease
"hodgkin lymphoma, nos",9650/3,hodgkin malignant lymphoma
"hodgkin lymphoma, nos",9650/3,malignant lymphoma hodgkin
"hodgkin lymphoma, lymphocyte-rich",9651/3,"classical hodgkin lymphoma, lymphocyte- rich"
"hodgkin lymphoma, lymphocyte-rich",9651/3,"hodgkin disease, lymphocyte predominance, nos"
"hodgkin lymphoma, lymphocyte-rich",9651/3,"hodgkin disease, lymphocytic-histiocytic predominance"
"hodgkin lymphoma, lymphocyte-rich",9651/3,"hodgkin disease, lymphocyte predominance, diffuse"
"hodgkin lymphoma, lymphocyte-rich",9651/3,lymphocyte-rich hodgkin lymphoma
"hodgkin lymphoma, lymphocyte-rich",9651/3,hodgkin lymphoma lymphocyte-rich
"hodgkin lymphoma, lymphocyte-rich",9651/3,lymphocyte- rich classical hodgkin lymphoma
"hodgkin lymphoma, lymphocyte-rich",9651/3,classical hodgkin lymphoma lymphocyte- rich
"hodgkin lymphoma, lymphocyte-rich",9651/3,lymphocyte predominance hodgkin disease
"hodgkin lymphoma, lymphocyte-rich",9651/3,hodgkin disease lymphocyte predominance
"hodgkin lymphoma, lymphocyte-rich",9651/3,lymphocytic-histiocytic predominance hodgkin disease
"hodgkin lymphoma, lymphocyte-rich",9651/3,hodgkin disease lymphocytic-histiocytic predominance
"hodgkin lymphoma, lymphocyte-rich",9651/3,diffuse lymphocyte predominance hodgkin disease
"hodgkin lymphoma, lymphocyte-rich",9651/3,hodgkin disease lymphocyte predominance diffuse
"hodgkin lymphoma, mixed cellularity, nos",9652/3,"classical hodgkin lymphoma, mixed cellularity, nos"
"hodgkin lymphoma, mixed cellularity, nos",9652/3,mixed cellularity hodgkin lymphoma
"hodgkin lymphoma, mixed cellularity, nos",9652/3,hodgkin lymphoma mixed cellularity
"hodgkin lymphoma, mixed cellularity, nos",9652/3,mixed cellularity classical hodgkin lymphoma
"hodgkin lymphoma, mixed cellularity, nos",9652/3,classical hodgkin lymphoma mixed cellularity
"hodgkin lymphoma, lymphocyte depletion, nos",9653/3,"classical hodgkin lymphoma, lymphocyte depletion, nos"
"hodgkin lymphoma, lymphocyte depletion, nos",9653/3,lymphocyte depletion hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, nos",9653/3,hodgkin lymphoma lymphocyte depletion
"hodgkin lymphoma, lymphocyte depletion, nos",9653/3,lymphocyte depletion classical hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, nos",9653/3,classical hodgkin lymphoma lymphocyte depletion
"hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",9654/3,"classical hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"
"hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",9654/3,diffuse fibrosis lymphocyte depletion hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",9654/3,hodgkin lymphoma lymphocyte depletion diffuse fibrosis
"hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",9654/3,diffuse fibrosis lymphocyte depletion classical hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",9654/3,classical hodgkin lymphoma lymphocyte depletion diffuse fibrosis
"hodgkin lymphoma, lymphocyte depletion, reticular",9655/3,"classical hodgkin lymphoma, lymphocyte depletion, reticular"
"hodgkin lymphoma, lymphocyte depletion, reticular",9655/3,reticular lymphocyte depletion hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, reticular",9655/3,hodgkin lymphoma lymphocyte depletion reticular
"hodgkin lymphoma, lymphocyte depletion, reticular",9655/3,reticular lymphocyte depletion classical hodgkin lymphoma
"hodgkin lymphoma, lymphocyte depletion, reticular",9655/3,classical hodgkin lymphoma lymphocyte depletion reticular
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,"hodgkin lymphoma, lymphocyte predominance, nodular"
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,"hodgkin paragranuloma, nos"
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,"hodgkin paragranuloma, nodular"
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,nodular lymphocyte predominance hodgkin lymphoma
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,hodgkin lymphoma nodular lymphocyte predominance
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,hodgkin lymphoma lymphocyte predominance nodular
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,hodgkin paragranuloma
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,nodular hodgkin paragranuloma
"hodgkin lymphoma, nodular lymphocyte predominance",9659/3,hodgkin paragranuloma nodular
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,"classical hodgkin lymphoma, nodular sclerosis, nos"
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,"hodgkin disease, nodular sclerosis, nos"
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,nodular sclerosis hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,hodgkin lymphoma nodular sclerosis
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,nodular sclerosis classical hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,classical hodgkin lymphoma nodular sclerosis
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,nodular sclerosis hodgkin disease
"hodgkin lymphoma, nodular sclerosis, nos",9663/3,hodgkin disease nodular sclerosis
"hodgkin lymphoma, nodular sclerosis, cellular phase",9664/3,"classical hodgkin lymphoma, nodular sclerosis, cellular phase"
"hodgkin lymphoma, nodular sclerosis, cellular phase",9664/3,cellular phase nodular sclerosis hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis, cellular phase",9664/3,hodgkin lymphoma nodular sclerosis cellular phase
"hodgkin lymphoma, nodular sclerosis, cellular phase",9664/3,cellular phase nodular sclerosis classical hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis, cellular phase",9664/3,classical hodgkin lymphoma nodular sclerosis cellular phase
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,"classical hodgkin lymphoma, nodular sclerosis, grade 1"
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,"hodgkin disease, nodular sclerosis, lymphocyte predominance"
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,"hodgkin disease, nodular sclerosis, mixed cellularity"
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,grade 1 nodular sclerosis hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,hodgkin lymphoma nodular sclerosis grade 1
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,grade 1 nodular sclerosis classical hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,classical hodgkin lymphoma nodular sclerosis grade 1
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,lymphocyte predominance nodular sclerosis hodgkin disease
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,hodgkin disease nodular sclerosis lymphocyte predominance
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,mixed cellularity nodular sclerosis hodgkin disease
"hodgkin lymphoma, nodular sclerosis,  grade 1",9665/3,hodgkin disease nodular sclerosis mixed cellularity
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,"classical hodgkin lymphoma, nodular sclerosis, grade 2"
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,"hodgkin disease, nodular sclerosis, lymphocyte depletion"
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,"hodgkin disease, nodular sclerosis, syncytial variant"
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,grade 2 nodular sclerosis hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,hodgkin lymphoma nodular sclerosis grade 2
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,grade 2 nodular sclerosis classical hodgkin lymphoma
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,classical hodgkin lymphoma nodular sclerosis grade 2
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,lymphocyte depletion nodular sclerosis hodgkin disease
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,hodgkin disease nodular sclerosis lymphocyte depletion
"hodgkin lymphoma, nodular sclerosis,  grade 2",9667/3,syncytial variant nodular sclerosis hodgkin disease
